Distinct Store Hours,Total SCO Lanes,Distinct Lane Hours,% Time Closed,Full Hours In Service,% Time Down,% Full Hours In Service,vs Last 7 Days
8,1,8,0.6%,8,-0.0%,100.0%,55.4%
