Open Hours Per Period,Total SCO Lanes,Total Lane Hours,Lane Hours,% Time Available,Hours,% Time Closed,Hours,% Time Down,Hours
08:00,1,08:00,,99.4%,07:57,0.6%,00:03,0.0%,00:00
