placeholder,Open Hours Per Period,Total SCO Lanes,Lane Hours,Idel Time Daily,% Time Available,Time Available Out Of,% Time Occupied,Time Occupied Out Off,Time Ooccupied WOW Daily Change
0,08:00,1,08:00,06:30,99.4%,7:57 out of 8:00,18.2%,1:27 out of 7:57,
