placeholder,Open Hours Per Period,Total SCO Lanes,Lane Hours,Idel Time Daily,% Time Available,Time Available Out Of,% Time Occupied,Time Occupied Out Off,Time Ooccupied WOW Daily Change
0,08:00,3,24:00,08:16,35.6%,8:32 out of 24:00,3.0%,0:15 out of 8:32,"1,298%"
