Open Hours Per Period,Total SCO Lanes,Lane Hours,Placeholder1,% Time Available,Time Available Out Of,% Time Occupied,Time Occupied Out Off,Time Occupied YOY Monthly Change,Placeholder2
240:00,3,720:00,1,33.9%,243:58 out of 720:00,4.5%,10:55 out of 243:58,,1
