Open Hours Per Period,Total SCO Lanes,Total Lane Hours,Lane Hours,% Time Available,Hours,% Time Closed,Hours,% Time Down,Hours
56:00,3,168:00,72:00,66.8%,112:15,17.3%,28:59,15.9%,26:46
