placeholder,Open Hours Per Period,Total SCO Lanes,Lane Hours,Idel Time Daily,% Time Available,Time Available Out Of,% Time Occupied,Time Occupied Out Off,Time Ooccupied WOW Daily Change
0,08:00,3,24:00,08:00,33.3%,8:00 out of 24:00,0.0%,0:00 out of 8:00,
