Distinct Store Hours,Total SCO Lanes,Distinct Lane Hours,% Time Closed,Full Hours In Service,% Time Down,% Full Hours In Service,vs Last 7 Days
8,3,24,35.0%,5,47.8%,20.8%,75.0%
