Open Hours Per Period,Total SCO Lanes,Total Lane Hours,Lane Hours,% Time Available,Hours,% Time Closed,Hours,% Time Down,Hours
08:00,3,24:00,,17.2%,04:07,35.0%,08:24,47.8%,11:29
