Open Hours Per Period,Total SCO Lanes,Lane Hours,placeholder1,% Time Available,Time Available Out Of,% Time Occupied,Time Occupied Out Off,Time Occupied MOM Weekly Change,Placeholder2
56:00,3,168:00,1,66.8%,112:15 out of 168:00,2.1%,2:23 out of 112:15,,1
