Open Hours Per Period,Total SCO Lanes,Total Lane Hours,Lane Hours,% Time Available,Hours,% Time Closed,Hours,% Time Down,Hours
56:00,1,56:00,24:00,72.2%,40:25,20.7%,11:34,7.2%,04:01
